"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000231663",141.661169946469,0.986254462535841,0.267530004892209,3.68651906141598,0.000227342420816445,0.0769485356257434,"COA6-AS1","101927765"
"ENSG00000100399",255.296280672398,0.898815309138647,0.243967904632646,3.68415390742498,0.000229463568896916,0.0769485356257434,"CHADL","150356"
"ENSG00000253320",163.011970734594,0.830364596781668,0.225560046624657,3.68134609478705,0.000232005820197544,0.0769485356257434,NA,NA
"ENSG00000153558",1363.97026894744,0.373243204193492,0.101415033259563,3.68035381143354,0.000232910557798197,0.0769485356257434,"FBXL2","25827"
"ENSG00000259592",8.02057757122556,1.74233736158963,0.473871318651568,3.6768153990572,0.000236163813535859,0.0770832996686742,NA,NA
"ENSG00000196502",2897.22113390206,0.903790135548895,0.246268218344289,3.66994223463044,0.000242605286064944,0.0781508536642781,"SULT1A1","6817"
"ENSG00000228084",29.8743872861948,0.92700315537478,0.25278105489854,3.6672176866532,0.000245204036819004,0.0781508536642781,NA,NA
"ENSG00000136895",896.533127334954,0.585493457052129,0.160019071862973,3.65889796907143,0.000253302155110094,0.0796778550787003,"GARNL3","84253"
"ENSG00000105559",3308.60141939138,-0.944171507218084,0.258341771933528,-3.65473806327001,0.000257444683301105,0.0796778550787003,"PLEKHA4","57664"
"ENSG00000185304",56.2881580003533,-1.39765410594456,0.382565467560507,-3.65337236227028,0.000258818472811104,0.0796778550787003,"RGPD2","729857"
"ENSG00000144381",12790.7799479737,-1.45710378173706,0.39945847178551,-3.64769778251055,0.000264600612581821,0.0805426426455519,"HSPD1","3329"
"ENSG00000118298",31.2646073247072,1.03911837142934,0.285099187052432,3.64476090644984,0.00026764050030247,0.08056276437438,"CA14","23632"
"ENSG00000169583",6252.52343576888,1.2344258118001,0.340084235505301,3.62976487271152,0.000283679505810012,0.0844523240868025,"CLIC3","9022"
"ENSG00000263232",18.7169593626339,-1.63426796814545,0.451665940138556,-3.61831128476085,0.000296531606668041,0.0862531124765932,NA,NA
"ENSG00000069849",4803.40124872405,-0.823604637313043,0.227626341342105,-3.61823079199444,0.000296623827735156,0.0862531124765932,"ATP1B3","483"
"ENSG00000092850",243.566034279412,0.838702740128123,0.231947101681856,3.61592248425033,0.000299279929600228,0.0862531124765932,"TEKT2","27285"
"ENSG00000158164",97.3151492109733,2.00757361477932,0.555842233724017,3.61176875914777,0.000304115688392811,0.0867241906763119,"TMSB15A","11013"
"ENSG00000254281",17.0167412696057,1.19874031004357,0.332860448885021,3.60132996893738,0.00031659344989645,0.089342011991091,NA,NA
"ENSG00000206567",413.614973497978,0.883382696072953,0.245637154003039,3.59629104016579,0.000322786647695956,0.0901506502343417,NA,NA
"ENSG00000148057",383.03517560943,0.792460028783766,0.220837597823772,3.58842894775621,0.000332676628508356,0.0919647198257131,"IDNK","414328"
"ENSG00000173110",470.706184041568,-2.38506095023553,0.665901433157952,-3.58170268372104,0.000341362152116557,0.0934125460908044,"HSPA6","3310"
"ENSG00000162552",242.766586748937,1.84425160895138,0.516792611982869,3.56864933087029,0.000358826313380729,0.0959963506425664,"WNT4","54361"
